Name,is_binder,score
A71EV2A-x1346a,1,0.8900546431541443
A71EV2A-x2293a,1,0.8950343132019043
A71EV2A-x2499,0,0.903609
A71EV2A-x2846a,1,0.925495147705078
A71EV2A-x2972a,1,0.9390468597412108
A71EV2A-x3054a,1,0.955441117286682
A71EV2A-x3175a,1,0.9237564206123352
A71EV2A-x3181a,1,0.9172798991203308
A71EV2A-x3186a,1,0.9709274172782898
A71EV2A-x3188a,1,0.9779561758041382
A71EV2A-x3191a,1,0.9451138377189636
A71EV2A-x3193a,1,0.9720199704170228
A71EV2A-x3194a,1,0.9761701822280884
A71EV2A-x3201a,1,0.9819773435592652
A71EV2A-x3207a,1,0.9538878202438354
A71EV2A-x3208a,1,0.9500954747200012
A71EV2A-x3210a,1,0.9041892290115356
A71EV2A-x3218a,1,0.976332664489746
A71EV2A-x3221a,1,0.9735653400421144
A71EV2A-x3223a,1,0.9768236875534058
A71EV2A-x3225a,1,0.9856848120689392
A71EV2A-x3229a,1,0.9792026281356812
A71EV2A-x3234a,1,0.9286419749259948
A71EV2A-x3264a,1,0.9382096529006958
A71EV2A-x3280a,1,0.9053259491920472
A71EV2A-x3286a,1,0.9044574499130248
A71EV2A-x3305a,1,0.8429878950119019
A71EV2A-x3306a,1,0.9148397445678712
A71EV2A-x3324a,1,0.8763452172279358
A71EV2A-x3371a,1,0.911730170249939
A71EV2A-x3379a,1,0.9154482483863832
A71EV2A-x3392a,1,0.8796872496604919
A71EV2A-x3403a,1,0.915557861328125
A71EV2A-x3410a,1,0.9037737250328064
A71EV2A-x3419a,1,0.9371984601020812
A71EV2A-x3450a,1,0.963686466217041
A71EV2A-x3480a,1,0.8981579542160034
A71EV2A-x3483a,1,0.967444121837616
A71EV2A-x3485a,1,0.9520121812820436
A71EV2A-x3488a,1,0.9807982444763184
A71EV2A-x3489a,1,0.983828604221344
A71EV2A-x3509a,1,0.9066484570503236
A71EV2A-x3510a,1,0.9752153158187866
A71EV2A-x3521a,1,0.9410173296928406
A71EV2A-x3522a,1,0.9430450201034546
A71EV2A-x3546a,1,0.9465630054473876
A71EV2A-x3550a,1,0.96996009349823
A71EV2A-x3556a,1,0.9711235761642456
A71EV2A-x3557a,1,0.9663540124893188
A71EV2A-x3564a,1,0.9185413718223572
A71EV2A-x3568a,1,0.9349266290664672
A71EV2A-x3571a,1,0.9641718864440918
A71EV2A-x3575a,1,0.9377666115760804
A71EV2A-x3579a,1,0.984773337841034
A71EV2A-x3581a,1,0.976454496383667
A71EV2A-x3585a,1,0.9646306037902832
A71EV2A-x3606a,1,0.91992449760437
A71EV2A-x3612a,1,0.8959047198295593
A71EV2A-x3616a,1,0.8511457443237305
A71EV2A-x3618a,1,0.8522307276725769
A71EV2A-x3623a,1,0.9144250750541688
A71EV2A-x3634a,1,0.9517539143562316
